,index,Date,Open,High,Low,Close,Volume
26184,1467068,2022-01-26 15:20:00,4318.54,4321.31,4313.07,4313.07,0
26185,1467069,2022-01-26 15:21:00,4313.31,4321.41,4313.07,4321.07,0
26186,1467070,2022-01-26 15:22:00,4321.09,4321.21,4314.12,4314.12,0
26187,1467071,2022-01-26 15:23:00,4314.47,4314.87,4309.77,4309.8,0
26188,1467072,2022-01-26 15:24:00,4310.24,4318.15,4304.8,4315.47,0
26189,1467073,2022-01-26 15:25:00,4315.45,4318.92,4312.32,4312.81,0
26190,1467074,2022-01-26 15:26:00,4312.89,4319.47,4310.47,4319.36,0
26191,1467075,2022-01-26 15:27:00,4319.63,4337.18,4319.63,4336.85,0
26192,1467076,2022-01-26 15:28:00,4336.46,4343.5,4336.46,4343.29,0
26193,1467077,2022-01-26 15:29:00,4344.04,4344.1,4335.76,4344.0,0
26194,1467078,2022-01-26 15:30:00,4344.01,4348.65,4337.68,4348.65,0
26195,1467079,2022-01-26 15:31:00,4348.83,4349.27,4343.47,4346.87,0
26196,1467080,2022-01-26 15:32:00,4347.13,4348.72,4344.97,4345.45,0
26197,1467081,2022-01-26 15:33:00,4345.05,4345.29,4333.64,4334.86,0
26198,1467082,2022-01-26 15:34:00,4334.81,4335.45,4330.71,4331.57,0
26199,1467083,2022-01-26 15:35:00,4331.77,4331.77,4321.42,4325.54,0
26200,1467084,2022-01-26 15:36:00,4325.44,4338.0,4323.83,4332.34,0
26201,1467085,2022-01-26 15:37:00,4331.69,4336.32,4329.67,4329.91,0
26202,1467086,2022-01-26 15:38:00,4330.6,4340.44,4328.88,4336.12,0
26203,1467087,2022-01-26 15:39:00,4336.15,4340.16,4333.97,4334.06,0
26204,1467088,2022-01-26 15:40:00,4334.51,4337.6,4328.05,4337.6,0
26205,1467089,2022-01-26 15:41:00,4338.53,4350.6,4338.53,4348.32,0
26206,1467090,2022-01-26 15:42:00,4348.41,4348.57,4339.99,4343.05,0
26207,1467091,2022-01-26 15:43:00,4343.16,4343.19,4337.88,4342.64,0
26208,1467092,2022-01-26 15:44:00,4342.62,4343.62,4337.15,4340.85,0
26209,1467093,2022-01-26 15:45:00,4340.82,4340.82,4335.56,4336.75,0
26210,1467094,2022-01-26 15:46:00,4338.8,4351.06,4338.3,4351.06,0
26211,1467095,2022-01-26 15:47:00,4351.11,4352.43,4337.55,4340.22,0
26212,1467096,2022-01-26 15:48:00,4340.57,4347.9,4330.75,4332.29,0
26213,1467097,2022-01-26 15:49:00,4333.79,4338.81,4329.37,4337.78,0
26214,1467098,2022-01-26 15:50:00,4337.91,4338.91,4330.6,4332.44,0
26215,1467099,2022-01-26 15:51:00,4332.93,4337.81,4332.27,4332.78,0
26216,1467100,2022-01-26 15:52:00,4333.23,4337.36,4331.35,4331.35,0
26217,1467101,2022-01-26 15:53:00,4331.28,4335.3,4330.82,4335.1,0
26218,1467102,2022-01-26 15:54:00,4335.18,4355.63,4335.18,4355.63,0
26219,1467103,2022-01-26 15:55:00,4354.82,4358.01,4344.66,4345.07,0
26220,1467104,2022-01-26 15:56:00,4344.57,4350.22,4338.97,4340.23,0
26221,1467105,2022-01-26 15:57:00,4340.16,4348.53,4339.49,4348.33,0
26222,1467106,2022-01-26 15:58:00,4348.07,4348.71,4344.03,4347.27,0
26223,1467107,2022-01-26 15:59:00,4348.42,4356.09,4347.26,4347.26,0
26224,1467108,2022-01-26 16:00:00,4349.8,4349.8,4349.36,4349.78,0
26225,1467109,2022-01-26 16:01:00,4349.78,4349.78,4349.78,4349.78,0
26226,1467110,2022-01-26 16:02:00,4349.78,4349.84,4349.78,4349.84,0
26227,1467111,2022-01-26 16:03:00,4349.84,4349.88,4349.84,4349.88,0
26228,1467112,2022-01-26 16:04:00,4349.89,4349.93,4349.89,4349.93,0
26229,1467113,2022-01-26 16:05:00,4349.93,4349.93,4349.93,4349.93,0
26230,1467114,2022-01-27 09:30:00,4380.58,4398.64,4380.58,4397.04,0
26231,1467115,2022-01-27 09:31:00,4397.72,4397.72,4393.91,4395.83,0
26232,1467116,2022-01-27 09:32:00,4395.3,4403.99,4395.3,4403.96,0
26233,1467117,2022-01-27 09:33:00,4403.88,4403.88,4397.42,4399.3,0
26234,1467118,2022-01-27 09:34:00,4399.51,4400.85,4390.8,4391.3,0
26235,1467119,2022-01-27 09:35:00,4391.05,4391.95,4387.45,4388.06,0
26236,1467120,2022-01-27 09:36:00,4388.23,4390.77,4386.16,4389.34,0
26237,1467121,2022-01-27 09:37:00,4389.82,4393.89,4388.55,4389.68,0
26238,1467122,2022-01-27 09:38:00,4389.6,4389.6,4384.59,4389.48,0
26239,1467123,2022-01-27 09:39:00,4389.95,4390.8,4388.55,4389.46,0
26240,1467124,2022-01-27 09:40:00,4389.3,4397.51,4389.3,4397.06,0
26241,1467125,2022-01-27 09:41:00,4396.9,4402.69,4396.9,4402.52,0
26242,1467126,2022-01-27 09:42:00,4402.87,4404.17,4401.56,4403.86,0
26243,1467127,2022-01-27 09:43:00,4403.67,4411.62,4403.59,4411.41,0
26244,1467128,2022-01-27 09:44:00,4411.61,4412.33,4409.97,4411.45,0
26245,1467129,2022-01-27 09:45:00,4412.16,4413.7,4408.81,4409.64,0
26246,1467130,2022-01-27 09:46:00,4410.24,4410.96,4406.13,4410.47,0
26247,1467131,2022-01-27 09:47:00,4411.03,4416.24,4410.99,4416.24,0
26248,1467132,2022-01-27 09:48:00,4416.62,4423.28,4416.48,4423.28,0
26249,1467133,2022-01-27 09:49:00,4423.31,4423.72,4420.48,4421.19,0
26250,1467134,2022-01-27 09:50:00,4421.36,4424.08,4420.44,4424.03,0
26251,1467135,2022-01-27 09:51:00,4424.11,4425.28,4421.26,4421.26,0
26252,1467136,2022-01-27 09:52:00,4421.19,4423.92,4419.47,4423.92,0
26253,1467137,2022-01-27 09:53:00,4424.0,4424.07,4419.67,4421.95,0
26254,1467138,2022-01-27 09:54:00,4422.01,4426.31,4422.01,4422.83,0
26255,1467139,2022-01-27 09:55:00,4422.72,4423.38,4417.49,4420.51,0
26256,1467140,2022-01-27 09:56:00,4420.35,4420.88,4411.54,4411.55,0
26257,1467141,2022-01-27 09:57:00,4410.88,4411.08,4406.44,4406.6,0
26258,1467142,2022-01-27 09:58:00,4406.62,4413.5,4406.62,4411.83,0
26259,1467143,2022-01-27 09:59:00,4411.76,4416.33,4411.26,4416.33,0
26260,1467144,2022-01-27 10:00:00,4416.25,4416.58,4401.88,4401.97,0
26261,1467145,2022-01-27 10:01:00,4401.71,4407.38,4400.33,4405.75,0
26262,1467146,2022-01-27 10:02:00,4405.84,4409.22,4403.97,4409.19,0
26263,1467147,2022-01-27 10:03:00,4409.23,4411.25,4408.8,4410.66,0
26264,1467148,2022-01-27 10:04:00,4410.69,4419.05,4410.62,4419.05,0
26265,1467149,2022-01-27 10:05:00,4419.17,4420.54,4416.43,4417.81,0
26266,1467150,2022-01-27 10:06:00,4417.79,4419.89,4415.38,4416.64,0
26267,1467151,2022-01-27 10:07:00,4416.67,4420.1,4416.67,4420.1,0
26268,1467152,2022-01-27 10:08:00,4419.93,4424.39,4418.65,4424.39,0
26269,1467153,2022-01-27 10:09:00,4424.35,4426.75,4422.1,4423.2,0
26270,1467154,2022-01-27 10:10:00,4423.35,4424.03,4418.46,4422.09,0
26271,1467155,2022-01-27 10:11:00,4422.05,4428.74,4422.05,4427.12,0
26272,1467156,2022-01-27 10:12:00,4427.1,4427.49,4424.93,4424.93,0
26273,1467157,2022-01-27 10:13:00,4423.08,4427.25,4422.49,4425.3,0
26274,1467158,2022-01-27 10:14:00,4425.36,4427.69,4424.4,4426.2,0
26275,1467159,2022-01-27 10:15:00,4426.09,4427.73,4424.65,4427.36,0
26276,1467160,2022-01-27 10:16:00,4427.19,4427.19,4420.25,4421.96,0
26277,1467161,2022-01-27 10:17:00,4422.38,4424.47,4421.49,4421.49,0
26278,1467162,2022-01-27 10:18:00,4421.37,4422.43,4419.46,4420.64,0
26279,1467163,2022-01-27 10:19:00,4420.82,4421.11,4416.28,4416.95,0
26280,1467164,2022-01-27 10:20:00,4417.1,4419.11,4415.87,4415.99,0
26281,1467165,2022-01-27 10:21:00,4415.92,4418.62,4414.72,4418.56,0
26282,1467166,2022-01-27 10:22:00,4418.66,4419.3,4415.02,4417.19,0
26283,1467167,2022-01-27 10:23:00,4417.25,4420.08,4411.72,4412.77,0
26284,1467168,2022-01-27 10:24:00,4412.26,4412.68,4408.88,4408.88,0
26285,1467169,2022-01-27 10:25:00,4409.1,4411.27,4405.21,4405.21,0
26286,1467170,2022-01-27 10:26:00,4405.19,4407.99,4405.01,4407.5,0
26287,1467171,2022-01-27 10:27:00,4407.43,4408.41,4401.03,4401.03,0
26288,1467172,2022-01-27 10:28:00,4401.26,4402.13,4396.59,4397.23,0
26289,1467173,2022-01-27 10:29:00,4397.0,4399.34,4389.51,4389.51,0
26290,1467174,2022-01-27 10:30:00,4389.32,4392.95,4389.24,4392.81,0
26291,1467175,2022-01-27 10:31:00,4392.8,4392.8,4381.48,4382.93,0
26292,1467176,2022-01-27 10:32:00,4382.57,4385.42,4381.02,4381.02,0
26293,1467177,2022-01-27 10:33:00,4381.07,4385.48,4381.01,4384.13,0
26294,1467178,2022-01-27 10:34:00,4384.07,4386.33,4382.8,4386.26,0
26295,1467179,2022-01-27 10:35:00,4386.02,4386.02,4381.11,4385.93,0
26296,1467180,2022-01-27 10:36:00,4385.75,4385.75,4381.91,4381.94,0
26297,1467181,2022-01-27 10:37:00,4381.97,4385.83,4381.97,4385.52,0
26298,1467182,2022-01-27 10:38:00,4385.36,4387.85,4384.57,4386.79,0
26299,1467183,2022-01-27 10:39:00,4385.9,4385.9,4374.26,4374.96,0
26300,1467184,2022-01-27 10:40:00,4375.51,4380.12,4375.51,4377.37,0
26301,1467185,2022-01-27 10:41:00,4377.23,4382.31,4377.23,4381.71,0
26302,1467186,2022-01-27 10:42:00,4381.66,4386.85,4381.66,4386.18,0
26303,1467187,2022-01-27 10:43:00,4386.31,4388.96,4384.21,4388.56,0
26304,1467188,2022-01-27 10:44:00,4389.2,4392.81,4387.85,4392.81,0
26305,1467189,2022-01-27 10:45:00,4392.77,4393.79,4390.93,4393.75,0
26306,1467190,2022-01-27 10:46:00,4393.82,4393.82,4391.52,4392.79,0
26307,1467191,2022-01-27 10:47:00,4392.87,4394.97,4390.47,4390.51,0
26308,1467192,2022-01-27 10:48:00,4390.54,4390.54,4385.06,4385.64,0
26309,1467193,2022-01-27 10:49:00,4386.33,4390.83,4385.59,4388.86,0
26310,1467194,2022-01-27 10:50:00,4388.7,4392.43,4387.53,4390.78,0
26311,1467195,2022-01-27 10:51:00,4390.89,4393.32,4390.53,4391.16,0
26312,1467196,2022-01-27 10:52:00,4391.23,4392.07,4389.8,4389.8,0
26313,1467197,2022-01-27 10:53:00,4389.76,4392.44,4386.7,4392.26,0
26314,1467198,2022-01-27 10:54:00,4392.23,4393.21,4390.25,4390.79,0
26315,1467199,2022-01-27 10:55:00,4390.93,4395.18,4390.81,4391.58,0
26316,1467200,2022-01-27 10:56:00,4391.36,4394.68,4391.26,4394.68,0
26317,1467201,2022-01-27 10:57:00,4394.83,4400.94,4394.83,4400.54,0
26318,1467202,2022-01-27 10:58:00,4400.52,4407.26,4400.38,4407.08,0
26319,1467203,2022-01-27 10:59:00,4407.25,4407.41,4405.48,4406.29,0
26320,1467204,2022-01-27 11:00:00,4406.18,4413.89,4406.18,4413.25,0
26321,1467205,2022-01-27 11:01:00,4413.17,4413.59,4411.72,4413.27,0
26322,1467206,2022-01-27 11:02:00,4413.31,4416.95,4413.03,4416.12,0
26323,1467207,2022-01-27 11:03:00,4416.03,4416.53,4413.82,4414.31,0
26324,1467208,2022-01-27 11:04:00,4414.29,4414.77,4413.25,4413.31,0
26325,1467209,2022-01-27 11:05:00,4413.17,4415.36,4412.28,4415.19,0
26326,1467210,2022-01-27 11:06:00,4415.15,4415.72,4411.15,4412.12,0
26327,1467211,2022-01-27 11:07:00,4412.07,4413.32,4404.7,4404.7,0
26328,1467212,2022-01-27 11:08:00,4404.71,4405.61,4401.16,4402.68,0
26329,1467213,2022-01-27 11:09:00,4402.55,4403.55,4401.45,4401.9,0
26330,1467214,2022-01-27 11:10:00,4402.25,4408.87,4402.25,4408.49,0
26331,1467215,2022-01-27 11:11:00,4408.06,4410.23,4407.94,4408.58,0
26332,1467216,2022-01-27 11:12:00,4408.55,4408.9,4407.63,4408.9,0
26333,1467217,2022-01-27 11:13:00,4409.13,4414.27,4409.08,4413.84,0
26334,1467218,2022-01-27 11:14:00,4413.85,4414.04,4410.8,4411.87,0
26335,1467219,2022-01-27 11:15:00,4412.11,4412.11,4402.83,4402.83,0
26336,1467220,2022-01-27 11:16:00,4402.03,4403.09,4395.29,4397.11,0
26337,1467221,2022-01-27 11:17:00,4397.2,4397.89,4394.77,4395.89,0
26338,1467222,2022-01-27 11:18:00,4395.89,4395.91,4393.31,4393.43,0
26339,1467223,2022-01-27 11:19:00,4393.63,4399.76,4393.23,4398.86,0
26340,1467224,2022-01-27 11:20:00,4398.68,4399.74,4396.7,4397.57,0
26341,1467225,2022-01-27 11:21:00,4397.93,4402.67,4397.93,4402.22,0
26342,1467226,2022-01-27 11:22:00,4402.06,4402.34,4400.47,4401.71,0
26343,1467227,2022-01-27 11:23:00,4401.79,4402.35,4398.16,4399.81,0
26344,1467228,2022-01-27 11:24:00,4399.68,4399.89,4393.98,4395.52,0
26345,1467229,2022-01-27 11:25:00,4395.63,4396.42,4390.75,4391.29,0
26346,1467230,2022-01-27 11:26:00,4391.23,4391.23,4385.88,4387.48,0
26347,1467231,2022-01-27 11:27:00,4387.36,4390.72,4387.15,4390.46,0
26348,1467232,2022-01-27 11:28:00,4390.52,4390.79,4388.83,4389.1,0
26349,1467233,2022-01-27 11:29:00,4389.18,4389.8,4387.44,4389.8,0
26350,1467234,2022-01-27 11:30:00,4389.88,4394.44,4389.46,4394.44,0
26351,1467235,2022-01-27 11:31:00,4394.55,4395.69,4392.08,4392.08,0
26352,1467236,2022-01-27 11:32:00,4392.25,4394.81,4392.12,4394.71,0
26353,1467237,2022-01-27 11:33:00,4394.42,4403.0,4394.42,4402.95,0
26354,1467238,2022-01-27 11:34:00,4403.04,4404.41,4402.14,4404.29,0
26355,1467239,2022-01-27 11:35:00,4404.25,4406.98,4404.25,4406.16,0
26356,1467240,2022-01-27 11:36:00,4405.8,4409.11,4405.8,4408.77,0
26357,1467241,2022-01-27 11:37:00,4408.89,4409.28,4406.22,4406.22,0
26358,1467242,2022-01-27 11:38:00,4406.23,4407.32,4403.26,4403.77,0
26359,1467243,2022-01-27 11:39:00,4403.84,4404.12,4401.01,4402.03,0
26360,1467244,2022-01-27 11:40:00,4402.1,4408.19,4402.0,4408.08,0
26361,1467245,2022-01-27 11:41:00,4408.03,4410.43,4407.13,4407.44,0
26362,1467246,2022-01-27 11:42:00,4407.35,4407.35,4402.61,4403.32,0
26363,1467247,2022-01-27 11:43:00,4403.91,4405.75,4403.07,4405.38,0
26364,1467248,2022-01-27 11:44:00,4404.95,4404.95,4402.65,4403.77,0
26365,1467249,2022-01-27 11:45:00,4403.86,4407.29,4403.86,4405.74,0
26366,1467250,2022-01-27 11:46:00,4405.79,4408.32,4404.69,4405.82,0
26367,1467251,2022-01-27 11:47:00,4405.92,4406.78,4404.73,4405.57,0
26368,1467252,2022-01-27 11:48:00,4405.53,4405.65,4401.21,4402.9,0
26369,1467253,2022-01-27 11:49:00,4402.97,4404.27,4402.07,4402.55,0
26370,1467254,2022-01-27 11:50:00,4402.54,4402.77,4399.54,4400.49,0
26371,1467255,2022-01-27 11:51:00,4401.75,4403.8,4399.26,4399.3,0
26372,1467256,2022-01-27 11:52:00,4399.61,4402.66,4398.28,4401.91,0
26373,1467257,2022-01-27 11:53:00,4401.96,4405.22,4401.83,4404.76,0
26374,1467258,2022-01-27 11:54:00,4404.72,4404.95,4403.61,4404.73,0
26375,1467259,2022-01-27 11:55:00,4404.62,4405.36,4401.49,4402.41,0
26376,1467260,2022-01-27 11:56:00,4402.66,4404.06,4400.76,4400.9,0
26377,1467261,2022-01-27 11:57:00,4401.01,4403.23,4400.69,4403.23,0
26378,1467262,2022-01-27 11:58:00,4403.12,4404.29,4402.02,4404.21,0
26379,1467263,2022-01-27 11:59:00,4403.89,4404.05,4402.19,4403.38,0
26380,1467264,2022-01-27 12:00:00,4403.28,4403.69,4398.3,4399.1,0
26381,1467265,2022-01-27 12:01:00,4399.13,4401.78,4399.13,4401.15,0
26382,1467266,2022-01-27 12:02:00,4401.17,4402.34,4400.4,4401.17,0
26383,1467267,2022-01-27 12:03:00,4401.0,4401.0,4397.2,4397.35,0
26384,1467268,2022-01-27 12:04:00,4397.37,4401.42,4394.56,4401.11,0
26385,1467269,2022-01-27 12:05:00,4401.18,4401.18,4396.25,4396.37,0
26386,1467270,2022-01-27 12:06:00,4396.33,4396.5,4394.67,4394.81,0
26387,1467271,2022-01-27 12:07:00,4394.85,4394.93,4391.92,4392.41,0
26388,1467272,2022-01-27 12:08:00,4391.52,4391.52,4388.59,4388.59,0
26389,1467273,2022-01-27 12:09:00,4388.61,4388.89,4385.25,4387.19,0
26390,1467274,2022-01-27 12:10:00,4387.18,4387.97,4381.61,4381.88,0
26391,1467275,2022-01-27 12:11:00,4382.07,4385.63,4382.07,4384.79,0
26392,1467276,2022-01-27 12:12:00,4384.65,4384.65,4382.37,4383.47,0
26393,1467277,2022-01-27 12:13:00,4383.43,4383.6,4382.68,4383.37,0
26394,1467278,2022-01-27 12:14:00,4383.19,4383.19,4378.75,4382.25,0
26395,1467279,2022-01-27 12:15:00,4382.2,4382.2,4378.84,4379.02,0
26396,1467280,2022-01-27 12:16:00,4378.94,4379.07,4373.7,4375.08,0
26397,1467281,2022-01-27 12:17:00,4375.02,4375.29,4371.77,4371.77,0
26398,1467282,2022-01-27 12:18:00,4371.91,4372.99,4369.05,4369.53,0
26399,1467283,2022-01-27 12:19:00,4369.54,4371.25,4367.51,4371.25,0
26400,1467284,2022-01-27 12:20:00,4371.16,4371.63,4369.53,4370.82,0
26401,1467285,2022-01-27 12:21:00,4370.9,4370.9,4368.06,4369.07,0
26402,1467286,2022-01-27 12:22:00,4369.02,4369.71,4366.33,4366.33,0
26403,1467287,2022-01-27 12:23:00,4366.54,4369.32,4365.01,4368.96,0
26404,1467288,2022-01-27 12:24:00,4368.95,4369.01,4365.78,4366.83,0
26405,1467289,2022-01-27 12:25:00,4366.92,4371.68,4366.92,4370.71,0
26406,1467290,2022-01-27 12:26:00,4370.55,4372.12,4369.06,4371.96,0
26407,1467291,2022-01-27 12:27:00,4371.92,4371.92,4364.15,4364.15,0
26408,1467292,2022-01-27 12:28:00,4363.79,4366.26,4363.79,4364.58,0
26409,1467293,2022-01-27 12:29:00,4364.57,4367.18,4363.15,4366.27,0
26410,1467294,2022-01-27 12:30:00,4366.34,4369.17,4365.8,4366.38,0
26411,1467295,2022-01-27 12:31:00,4366.51,4366.51,4357.35,4357.35,0
26412,1467296,2022-01-27 12:32:00,4357.35,4360.48,4357.35,4359.8,0
26413,1467297,2022-01-27 12:33:00,4359.77,4362.62,4359.34,4361.07,0
26414,1467298,2022-01-27 12:34:00,4361.16,4361.88,4358.28,4358.37,0
26415,1467299,2022-01-27 12:35:00,4358.41,4359.19,4353.0,4353.83,0
26416,1467300,2022-01-27 12:36:00,4353.99,4357.0,4353.99,4356.19,0
26417,1467301,2022-01-27 12:37:00,4356.14,4356.29,4354.56,4355.67,0
26418,1467302,2022-01-27 12:38:00,4355.84,4356.93,4349.39,4349.74,0
26419,1467303,2022-01-27 12:39:00,4349.52,4353.59,4349.52,4352.5,0
26420,1467304,2022-01-27 12:40:00,4352.52,4353.51,4351.78,4351.85,0
26421,1467305,2022-01-27 12:41:00,4351.87,4353.31,4351.22,4351.74,0
26422,1467306,2022-01-27 12:42:00,4350.95,4356.16,4350.34,4355.71,0
26423,1467307,2022-01-27 12:43:00,4354.43,4355.58,4353.78,4354.88,0
26424,1467308,2022-01-27 12:44:00,4354.78,4355.04,4352.64,4352.64,0
26425,1467309,2022-01-27 12:45:00,4352.61,4352.62,4345.76,4346.4,0
26426,1467310,2022-01-27 12:46:00,4346.57,4347.02,4341.01,4341.52,0
26427,1467311,2022-01-27 12:47:00,4341.46,4343.39,4341.46,4342.68,0
26428,1467312,2022-01-27 12:48:00,4342.69,4343.76,4340.53,4341.87,0
26429,1467313,2022-01-27 12:49:00,4341.86,4344.45,4340.29,4341.21,0
26430,1467314,2022-01-27 12:50:00,4341.23,4348.53,4341.23,4347.99,0
26431,1467315,2022-01-27 12:51:00,4347.9,4348.2,4344.95,4347.57,0
26432,1467316,2022-01-27 12:52:00,4347.11,4350.82,4346.93,4348.99,0
26433,1467317,2022-01-27 12:53:00,4349.03,4350.07,4347.29,4348.7,0
26434,1467318,2022-01-27 12:54:00,4348.87,4350.13,4348.81,4350.13,0
26435,1467319,2022-01-27 12:55:00,4349.98,4354.23,4349.55,4353.23,0
26436,1467320,2022-01-27 12:56:00,4353.21,4358.35,4353.08,4358.16,0
26437,1467321,2022-01-27 12:57:00,4358.26,4360.73,4357.49,4360.73,0
26438,1467322,2022-01-27 12:58:00,4360.19,4360.19,4354.22,4354.69,0
26439,1467323,2022-01-27 12:59:00,4354.98,4354.98,4351.62,4353.99,0
26440,1467324,2022-01-27 13:00:00,4353.86,4357.97,4353.21,4357.94,0
26441,1467325,2022-01-27 13:01:00,4357.85,4358.01,4353.09,4354.82,0
26442,1467326,2022-01-27 13:02:00,4354.83,4356.75,4348.72,4348.72,0
26443,1467327,2022-01-27 13:03:00,4348.28,4348.97,4345.9,4346.5,0
26444,1467328,2022-01-27 13:04:00,4346.46,4346.7,4342.06,4342.82,0
26445,1467329,2022-01-27 13:05:00,4342.78,4343.4,4341.09,4342.73,0
26446,1467330,2022-01-27 13:06:00,4342.7,4342.7,4337.01,4337.01,0
26447,1467331,2022-01-27 13:07:00,4336.55,4336.55,4332.32,4333.07,0
26448,1467332,2022-01-27 13:08:00,4333.3,4337.82,4333.3,4337.44,0
26449,1467333,2022-01-27 13:09:00,4337.5,4340.71,4336.47,4338.12,0
26450,1467334,2022-01-27 13:10:00,4338.13,4338.34,4334.06,4334.21,0
26451,1467335,2022-01-27 13:11:00,4334.32,4335.55,4331.46,4332.55,0
26452,1467336,2022-01-27 13:12:00,4332.6,4332.6,4331.04,4331.81,0
26453,1467337,2022-01-27 13:13:00,4331.8,4336.59,4331.47,4335.47,0
26454,1467338,2022-01-27 13:14:00,4335.49,4336.99,4334.53,4335.5,0
26455,1467339,2022-01-27 13:15:00,4335.51,4342.43,4334.73,4339.61,0
26456,1467340,2022-01-27 13:16:00,4339.83,4340.74,4337.3,4337.96,0
26457,1467341,2022-01-27 13:17:00,4338.06,4338.28,4329.34,4329.34,0
26458,1467342,2022-01-27 13:18:00,4329.17,4332.17,4329.01,4329.96,0
26459,1467343,2022-01-27 13:19:00,4329.99,4332.71,4329.38,4329.38,0
26460,1467344,2022-01-27 13:20:00,4329.52,4330.49,4325.97,4325.97,0
26461,1467345,2022-01-27 13:21:00,4325.65,4326.16,4321.95,4323.51,0
26462,1467346,2022-01-27 13:22:00,4323.42,4324.14,4321.85,4323.05,0
26463,1467347,2022-01-27 13:23:00,4323.16,4323.16,4318.93,4320.01,0
26464,1467348,2022-01-27 13:24:00,4319.93,4319.93,4316.73,4317.34,0
26465,1467349,2022-01-27 13:25:00,4317.29,4318.93,4317.29,4318.24,0
26466,1467350,2022-01-27 13:26:00,4318.2,4323.39,4318.08,4321.22,0
26467,1467351,2022-01-27 13:27:00,4321.34,4323.13,4319.94,4322.96,0
26468,1467352,2022-01-27 13:28:00,4322.96,4322.96,4320.79,4321.39,0
26469,1467353,2022-01-27 13:29:00,4321.49,4321.49,4315.2,4316.21,0
26470,1467354,2022-01-27 13:30:00,4316.49,4325.44,4315.8,4322.12,0
26471,1467355,2022-01-27 13:31:00,4322.75,4325.2,4320.7,4325.2,0
26472,1467356,2022-01-27 13:32:00,4325.32,4325.67,4318.57,4318.57,0
26473,1467357,2022-01-27 13:33:00,4318.96,4322.06,4318.35,4321.44,0
26474,1467358,2022-01-27 13:34:00,4321.41,4325.16,4321.41,4323.82,0
26475,1467359,2022-01-27 13:35:00,4324.94,4331.1,4323.49,4331.1,0
26476,1467360,2022-01-27 13:36:00,4331.2,4332.34,4325.6,4326.25,0
26477,1467361,2022-01-27 13:37:00,4326.31,4326.39,4321.76,4321.79,0
26478,1467362,2022-01-27 13:38:00,4322.28,4324.83,4321.28,4321.33,0
26479,1467363,2022-01-27 13:39:00,4321.51,4321.93,4317.95,4318.08,0
26480,1467364,2022-01-27 13:40:00,4318.45,4319.47,4315.6,4317.93,0
26481,1467365,2022-01-27 13:41:00,4317.98,4321.84,4317.8,4321.49,0
26482,1467366,2022-01-27 13:42:00,4321.62,4326.98,4321.62,4322.93,0
26483,1467367,2022-01-27 13:43:00,4323.41,4323.41,4316.95,4318.05,0
26484,1467368,2022-01-27 13:44:00,4318.35,4323.03,4316.69,4323.03,0
26485,1467369,2022-01-27 13:45:00,4323.77,4323.91,4319.98,4321.31,0
26486,1467370,2022-01-27 13:46:00,4321.54,4325.09,4319.81,4324.07,0
26487,1467371,2022-01-27 13:47:00,4324.0,4324.0,4320.88,4322.92,0
26488,1467372,2022-01-27 13:48:00,4322.87,4326.94,4320.44,4326.94,0
26489,1467373,2022-01-27 13:49:00,4326.9,4329.42,4325.54,4328.6,0
26490,1467374,2022-01-27 13:50:00,4328.51,4329.23,4325.18,4325.27,0
26491,1467375,2022-01-27 13:51:00,4325.32,4325.32,4321.37,4321.57,0
26492,1467376,2022-01-27 13:52:00,4321.54,4322.0,4319.56,4321.64,0
26493,1467377,2022-01-27 13:53:00,4321.6,4324.21,4321.43,4323.85,0
26494,1467378,2022-01-27 13:54:00,4323.4,4323.4,4321.38,4321.73,0
26495,1467379,2022-01-27 13:55:00,4321.94,4322.74,4320.8,4322.33,0
26496,1467380,2022-01-27 13:56:00,4322.41,4325.93,4322.39,4325.33,0
26497,1467381,2022-01-27 13:57:00,4325.16,4335.63,4324.6,4334.84,0
26498,1467382,2022-01-27 13:58:00,4335.53,4337.71,4334.23,4335.28,0
26499,1467383,2022-01-27 13:59:00,4335.42,4335.42,4333.24,4333.7,0
26500,1467384,2022-01-27 14:00:00,4333.71,4340.58,4332.76,4340.58,0
26501,1467385,2022-01-27 14:01:00,4340.54,4345.36,4340.54,4345.36,0
26502,1467386,2022-01-27 14:02:00,4345.41,4348.55,4344.97,4345.97,0
26503,1467387,2022-01-27 14:03:00,4346.08,4348.7,4344.71,4348.7,0
26504,1467388,2022-01-27 14:04:00,4349.16,4350.73,4347.63,4348.14,0
26505,1467389,2022-01-27 14:05:00,4348.11,4349.58,4346.93,4348.17,0
26506,1467390,2022-01-27 14:06:00,4348.22,4355.26,4348.22,4348.81,0
26507,1467391,2022-01-27 14:07:00,4348.8,4348.94,4342.19,4344.65,0
26508,1467392,2022-01-27 14:08:00,4344.63,4347.72,4344.63,4345.76,0
26509,1467393,2022-01-27 14:09:00,4345.88,4347.29,4345.46,4347.1,0
26510,1467394,2022-01-27 14:10:00,4346.82,4350.47,4344.52,4344.56,0
26511,1467395,2022-01-27 14:11:00,4344.41,4348.35,4344.41,4347.31,0
26512,1467396,2022-01-27 14:12:00,4347.29,4348.31,4345.32,4346.31,0
26513,1467397,2022-01-27 14:13:00,4346.19,4346.19,4342.96,4344.0,0
26514,1467398,2022-01-27 14:14:00,4344.02,4345.83,4343.0,4343.24,0
26515,1467399,2022-01-27 14:15:00,4343.18,4344.16,4337.22,4339.02,0
