,index,Date,Open,High,Low,Close,Volume
11975,1452859,2021-12-06 09:31:00,4569.83,4569.83,4560.07,4561.14,0
11976,1452860,2021-12-06 09:32:00,4560.47,4562.03,4558.09,4558.09,0
11977,1452861,2021-12-06 09:33:00,4558.22,4562.63,4558.22,4559.92,0
11978,1452862,2021-12-06 09:34:00,4559.88,4559.88,4552.75,4553.12,0
11979,1452863,2021-12-06 09:35:00,4552.87,4552.87,4547.72,4548.31,0
11980,1452864,2021-12-06 09:36:00,4547.91,4549.34,4543.74,4545.21,0
11981,1452865,2021-12-06 09:37:00,4545.12,4546.45,4541.18,4541.89,0
11982,1452866,2021-12-06 09:38:00,4541.55,4542.81,4540.51,4542.55,0
11983,1452867,2021-12-06 09:39:00,4543.22,4547.3,4543.22,4544.5,0
11984,1452868,2021-12-06 09:40:00,4544.28,4546.84,4541.33,4546.81,0
11985,1452869,2021-12-06 09:41:00,4546.47,4547.93,4544.44,4547.74,0
11986,1452870,2021-12-06 09:42:00,4547.85,4553.39,4546.91,4551.62,0
11987,1452871,2021-12-06 09:43:00,4551.63,4560.16,4551.5,4560.16,0
11988,1452872,2021-12-06 09:44:00,4560.3,4564.49,4558.7,4564.19,0
11989,1452873,2021-12-06 09:45:00,4564.23,4564.23,4559.5,4561.62,0
11990,1452874,2021-12-06 09:46:00,4561.65,4565.8,4560.12,4565.14,0
11991,1452875,2021-12-06 09:47:00,4565.6,4567.43,4564.67,4564.69,0
11992,1452876,2021-12-06 09:48:00,4564.67,4566.55,4560.47,4563.08,0
11993,1452877,2021-12-06 09:49:00,4563.36,4564.03,4558.99,4561.78,0
11994,1452878,2021-12-06 09:50:00,4561.82,4566.17,4561.51,4565.97,0
11995,1452879,2021-12-06 09:51:00,4566.02,4567.36,4564.24,4565.79,0
11996,1452880,2021-12-06 09:52:00,4565.84,4567.44,4564.16,4566.43,0
11997,1452881,2021-12-06 09:53:00,4566.25,4566.25,4562.8,4564.79,0
11998,1452882,2021-12-06 09:54:00,4564.82,4566.32,4558.84,4558.84,0
11999,1452883,2021-12-06 09:55:00,4558.98,4560.8,4554.9,4559.12,0
12000,1452884,2021-12-06 09:56:00,4558.74,4564.96,4558.46,4564.75,0
12001,1452885,2021-12-06 09:57:00,4564.53,4566.67,4562.89,4564.79,0
12002,1452886,2021-12-06 09:58:00,4564.85,4567.96,4562.53,4567.96,0
12003,1452887,2021-12-06 09:59:00,4568.13,4568.37,4564.02,4568.18,0
12004,1452888,2021-12-06 10:00:00,4566.98,4568.01,4563.11,4567.44,0
12005,1452889,2021-12-06 10:01:00,4567.4,4568.24,4563.12,4563.12,0
12006,1452890,2021-12-06 10:02:00,4562.9,4563.99,4557.31,4557.61,0
12007,1452891,2021-12-06 10:03:00,4558.09,4561.23,4558.09,4558.34,0
12008,1452892,2021-12-06 10:04:00,4558.38,4559.97,4555.2,4558.85,0
12009,1452893,2021-12-06 10:05:00,4559.56,4560.06,4556.32,4558.91,0
12010,1452894,2021-12-06 10:06:00,4559.16,4560.93,4557.57,4557.57,0
12011,1452895,2021-12-06 10:07:00,4557.55,4563.28,4554.67,4563.28,0
12012,1452896,2021-12-06 10:08:00,4563.41,4565.98,4561.18,4564.66,0
12013,1452897,2021-12-06 10:09:00,4564.99,4565.86,4563.68,4565.12,0
12014,1452898,2021-12-06 10:10:00,4565.1,4571.02,4563.59,4570.32,0
12015,1452899,2021-12-06 10:11:00,4570.21,4574.22,4569.6,4572.58,0
12016,1452900,2021-12-06 10:12:00,4572.58,4578.3,4572.42,4578.3,0
12017,1452901,2021-12-06 10:13:00,4578.37,4579.79,4577.23,4579.79,0
12018,1452902,2021-12-06 10:14:00,4579.68,4582.46,4579.43,4581.62,0
12019,1452903,2021-12-06 10:15:00,4581.69,4586.39,4581.68,4584.7,0
12020,1452904,2021-12-06 10:16:00,4585.07,4585.93,4584.45,4585.93,0
12021,1452905,2021-12-06 10:17:00,4585.69,4586.53,4582.96,4584.27,0
12022,1452906,2021-12-06 10:18:00,4584.5,4585.95,4582.61,4585.91,0
12023,1452907,2021-12-06 10:19:00,4585.86,4586.01,4583.23,4583.23,0
12024,1452908,2021-12-06 10:20:00,4583.1,4585.77,4581.91,4582.86,0
12025,1452909,2021-12-06 10:21:00,4582.86,4584.89,4581.7,4582.77,0
12026,1452910,2021-12-06 10:22:00,4583.09,4583.32,4581.03,4581.97,0
12027,1452911,2021-12-06 10:23:00,4582.01,4583.0,4580.82,4581.75,0
12028,1452912,2021-12-06 10:24:00,4582.1,4586.03,4582.1,4583.82,0
12029,1452913,2021-12-06 10:25:00,4583.78,4583.9,4581.64,4582.74,0
12030,1452914,2021-12-06 10:26:00,4582.5,4585.83,4582.14,4583.5,0
12031,1452915,2021-12-06 10:27:00,4584.28,4587.18,4584.09,4584.41,0
12032,1452916,2021-12-06 10:28:00,4584.01,4587.51,4583.81,4585.29,0
12033,1452917,2021-12-06 10:29:00,4585.42,4586.8,4584.18,4585.49,0
12034,1452918,2021-12-06 10:30:00,4585.86,4588.61,4584.38,4584.38,0
12035,1452919,2021-12-06 10:31:00,4584.37,4586.45,4583.27,4583.97,0
12036,1452920,2021-12-06 10:32:00,4584.1,4584.29,4581.86,4583.94,0
12037,1452921,2021-12-06 10:33:00,4583.94,4584.79,4581.97,4584.27,0
12038,1452922,2021-12-06 10:34:00,4584.27,4584.73,4582.5,4584.09,0
12039,1452923,2021-12-06 10:35:00,4584.1,4584.1,4577.84,4577.96,0
12040,1452924,2021-12-06 10:36:00,4577.93,4579.78,4577.61,4578.04,0
12041,1452925,2021-12-06 10:37:00,4578.11,4582.87,4578.11,4579.88,0
12042,1452926,2021-12-06 10:38:00,4579.86,4583.44,4578.37,4583.33,0
12043,1452927,2021-12-06 10:39:00,4583.13,4583.37,4582.19,4583.02,0
12044,1452928,2021-12-06 10:40:00,4582.98,4585.71,4580.29,4585.61,0
12045,1452929,2021-12-06 10:41:00,4585.75,4586.67,4581.49,4582.26,0
12046,1452930,2021-12-06 10:42:00,4582.27,4584.17,4582.27,4583.36,0
12047,1452931,2021-12-06 10:43:00,4583.25,4583.25,4575.59,4575.67,0
12048,1452932,2021-12-06 10:44:00,4575.7,4576.17,4574.35,4575.15,0
12049,1452933,2021-12-06 10:45:00,4575.16,4577.64,4575.16,4576.77,0
12050,1452934,2021-12-06 10:46:00,4575.5,4579.01,4575.5,4577.57,0
12051,1452935,2021-12-06 10:47:00,4577.65,4577.92,4575.39,4576.57,0
12052,1452936,2021-12-06 10:48:00,4576.53,4577.11,4575.1,4576.77,0
12053,1452937,2021-12-06 10:49:00,4576.56,4579.91,4575.53,4579.39,0
12054,1452938,2021-12-06 10:50:00,4579.46,4579.84,4577.34,4578.72,0
12055,1452939,2021-12-06 10:51:00,4578.11,4580.87,4576.47,4576.47,0
12056,1452940,2021-12-06 10:52:00,4576.48,4577.05,4573.8,4575.41,0
12057,1452941,2021-12-06 10:53:00,4575.46,4576.72,4574.58,4576.7,0
12058,1452942,2021-12-06 10:54:00,4576.68,4579.52,4576.25,4579.06,0
12059,1452943,2021-12-06 10:55:00,4578.98,4583.81,4578.98,4582.79,0
12060,1452944,2021-12-06 10:56:00,4582.91,4584.74,4582.55,4583.73,0
12061,1452945,2021-12-06 10:57:00,4584.17,4588.67,4583.96,4588.46,0
12062,1452946,2021-12-06 10:58:00,4588.11,4588.6,4586.28,4586.8,0
12063,1452947,2021-12-06 10:59:00,4586.8,4588.13,4586.02,4587.95,0
12064,1452948,2021-12-06 11:00:00,4588.01,4588.9,4584.48,4584.84,0
12065,1452949,2021-12-06 11:01:00,4585.18,4586.2,4584.12,4584.36,0
12066,1452950,2021-12-06 11:02:00,4584.59,4586.18,4584.59,4586.16,0
12067,1452951,2021-12-06 11:03:00,4586.05,4586.14,4581.1,4584.18,0
12068,1452952,2021-12-06 11:04:00,4584.04,4584.96,4582.18,4582.21,0
12069,1452953,2021-12-06 11:05:00,4582.24,4585.21,4581.93,4584.31,0
12070,1452954,2021-12-06 11:06:00,4584.31,4584.99,4582.7,4582.83,0
12071,1452955,2021-12-06 11:07:00,4583.19,4583.84,4582.05,4582.54,0
12072,1452956,2021-12-06 11:08:00,4582.58,4583.01,4581.45,4581.61,0
12073,1452957,2021-12-06 11:09:00,4581.66,4584.58,4581.41,4582.63,0
12074,1452958,2021-12-06 11:10:00,4582.57,4585.51,4582.57,4582.99,0
12075,1452959,2021-12-06 11:11:00,4582.99,4582.99,4574.46,4575.87,0
12076,1452960,2021-12-06 11:12:00,4575.83,4577.55,4573.93,4574.53,0
12077,1452961,2021-12-06 11:13:00,4574.55,4577.35,4574.55,4575.82,0
12078,1452962,2021-12-06 11:14:00,4575.43,4576.46,4574.4,4574.4,0
12079,1452963,2021-12-06 11:15:00,4573.9,4575.36,4571.15,4574.09,0
12080,1452964,2021-12-06 11:16:00,4574.36,4577.53,4574.17,4577.47,0
12081,1452965,2021-12-06 11:17:00,4577.53,4579.66,4577.41,4579.42,0
12082,1452966,2021-12-06 11:18:00,4579.4,4581.13,4578.38,4580.7,0
12083,1452967,2021-12-06 11:19:00,4580.74,4581.47,4579.84,4580.87,0
12084,1452968,2021-12-06 11:20:00,4580.96,4580.96,4578.03,4579.12,0
12085,1452969,2021-12-06 11:21:00,4578.93,4579.35,4576.56,4578.9,0
12086,1452970,2021-12-06 11:22:00,4579.41,4579.41,4577.45,4578.82,0
12087,1452971,2021-12-06 11:23:00,4579.01,4579.01,4576.07,4577.65,0
12088,1452972,2021-12-06 11:24:00,4577.61,4579.85,4577.61,4579.14,0
12089,1452973,2021-12-06 11:25:00,4579.06,4582.75,4579.04,4582.2,0
12090,1452974,2021-12-06 11:26:00,4582.7,4582.75,4580.87,4580.95,0
12091,1452975,2021-12-06 11:27:00,4580.9,4581.96,4580.9,4581.58,0
12092,1452976,2021-12-06 11:28:00,4581.49,4581.62,4579.99,4580.14,0
12093,1452977,2021-12-06 11:29:00,4580.24,4581.89,4579.59,4579.78,0
12094,1452978,2021-12-06 11:30:00,4579.83,4583.55,4579.44,4582.02,0
12095,1452979,2021-12-06 11:31:00,4582.03,4582.12,4577.04,4578.22,0
12096,1452980,2021-12-06 11:32:00,4578.24,4579.5,4575.14,4576.04,0
12097,1452981,2021-12-06 11:33:00,4575.91,4580.78,4575.65,4580.78,0
12098,1452982,2021-12-06 11:34:00,4580.98,4585.02,4580.98,4583.3,0
12099,1452983,2021-12-06 11:35:00,4583.3,4584.35,4583.0,4584.3,0
12100,1452984,2021-12-06 11:36:00,4584.36,4585.09,4583.37,4583.43,0
12101,1452985,2021-12-06 11:37:00,4583.57,4583.85,4581.73,4582.87,0
12102,1452986,2021-12-06 11:38:00,4582.62,4583.14,4581.04,4583.14,0
12103,1452987,2021-12-06 11:39:00,4583.14,4584.94,4583.14,4583.93,0
12104,1452988,2021-12-06 11:40:00,4583.33,4584.1,4582.99,4583.68,0
12105,1452989,2021-12-06 11:41:00,4583.82,4585.09,4582.54,4585.04,0
12106,1452990,2021-12-06 11:42:00,4584.99,4584.99,4583.05,4583.37,0
12107,1452991,2021-12-06 11:43:00,4583.08,4583.85,4581.66,4583.69,0
12108,1452992,2021-12-06 11:44:00,4584.02,4587.27,4584.02,4587.18,0
12109,1452993,2021-12-06 11:45:00,4587.32,4587.59,4586.17,4587.1,0
12110,1452994,2021-12-06 11:46:00,4586.99,4587.07,4582.79,4582.85,0
12111,1452995,2021-12-06 11:47:00,4582.94,4582.94,4579.77,4579.92,0
12112,1452996,2021-12-06 11:48:00,4579.9,4582.02,4579.9,4580.97,0
12113,1452997,2021-12-06 11:49:00,4580.82,4580.82,4576.24,4576.69,0
12114,1452998,2021-12-06 11:50:00,4576.77,4578.73,4576.6,4577.59,0
12115,1452999,2021-12-06 11:51:00,4577.53,4577.88,4575.78,4577.88,0
12116,1453000,2021-12-06 11:52:00,4577.84,4578.27,4577.23,4577.89,0
12117,1453001,2021-12-06 11:53:00,4578.04,4578.52,4577.69,4578.0,0
12118,1453002,2021-12-06 11:54:00,4578.08,4580.63,4578.08,4579.38,0
12119,1453003,2021-12-06 11:55:00,4579.47,4580.22,4579.15,4579.48,0
12120,1453004,2021-12-06 11:56:00,4579.47,4580.72,4579.42,4579.47,0
12121,1453005,2021-12-06 11:57:00,4579.5,4579.5,4576.66,4576.99,0
12122,1453006,2021-12-06 11:58:00,4576.85,4579.84,4575.79,4579.77,0
12123,1453007,2021-12-06 11:59:00,4579.74,4580.12,4577.91,4578.11,0
12124,1453008,2021-12-06 12:00:00,4578.44,4581.57,4578.0,4581.57,0
12125,1453009,2021-12-06 12:01:00,4581.52,4581.52,4579.52,4580.59,0
12126,1453010,2021-12-06 12:02:00,4580.82,4582.02,4580.79,4582.02,0
12127,1453011,2021-12-06 12:03:00,4582.17,4582.42,4581.4,4582.2,0
12128,1453012,2021-12-06 12:04:00,4582.18,4583.04,4581.56,4582.0,0
12129,1453013,2021-12-06 12:05:00,4581.92,4582.65,4581.06,4581.29,0
12130,1453014,2021-12-06 12:06:00,4581.28,4581.28,4578.47,4578.58,0
12131,1453015,2021-12-06 12:07:00,4578.55,4579.26,4578.23,4579.04,0
12132,1453016,2021-12-06 12:08:00,4579.06,4580.18,4578.67,4580.18,0
12133,1453017,2021-12-06 12:09:00,4580.28,4582.54,4580.28,4582.54,0
12134,1453018,2021-12-06 12:10:00,4582.47,4582.47,4581.33,4581.84,0
12135,1453019,2021-12-06 12:11:00,4581.97,4585.32,4581.7,4585.32,0
12136,1453020,2021-12-06 12:12:00,4585.36,4588.54,4585.35,4587.32,0
12137,1453021,2021-12-06 12:13:00,4587.74,4588.24,4586.73,4586.91,0
12138,1453022,2021-12-06 12:14:00,4586.85,4586.86,4585.26,4585.29,0
12139,1453023,2021-12-06 12:15:00,4585.28,4585.3,4582.36,4585.09,0
12140,1453024,2021-12-06 12:16:00,4585.16,4586.52,4584.92,4586.38,0
12141,1453025,2021-12-06 12:17:00,4586.33,4587.13,4585.44,4586.4,0
12142,1453026,2021-12-06 12:18:00,4586.39,4589.73,4586.32,4589.55,0
12143,1453027,2021-12-06 12:19:00,4589.47,4590.71,4589.16,4590.02,0
12144,1453028,2021-12-06 12:20:00,4590.05,4590.08,4588.75,4589.18,0
12145,1453029,2021-12-06 12:21:00,4589.28,4589.98,4588.72,4589.52,0
12146,1453030,2021-12-06 12:22:00,4589.55,4591.83,4589.55,4591.08,0
12147,1453031,2021-12-06 12:23:00,4591.24,4591.27,4589.23,4589.66,0
12148,1453032,2021-12-06 12:24:00,4589.77,4590.72,4588.59,4589.53,0
12149,1453033,2021-12-06 12:25:00,4589.5,4593.08,4589.5,4592.13,0
12150,1453034,2021-12-06 12:26:00,4592.07,4592.94,4591.36,4592.71,0
12151,1453035,2021-12-06 12:27:00,4592.75,4592.89,4592.53,4592.86,0
12152,1453036,2021-12-06 12:28:00,4592.79,4593.23,4592.32,4592.69,0
12153,1453037,2021-12-06 12:29:00,4592.67,4593.36,4591.91,4591.99,0
12154,1453038,2021-12-06 12:30:00,4591.96,4592.95,4591.25,4592.74,0
12155,1453039,2021-12-06 12:31:00,4592.7,4594.11,4592.63,4593.51,0
12156,1453040,2021-12-06 12:32:00,4593.51,4593.51,4592.67,4592.81,0
12157,1453041,2021-12-06 12:33:00,4592.66,4593.79,4591.77,4593.76,0
12158,1453042,2021-12-06 12:34:00,4593.76,4595.41,4593.76,4594.99,0
12159,1453043,2021-12-06 12:35:00,4594.83,4595.81,4594.83,4595.02,0
12160,1453044,2021-12-06 12:36:00,4594.88,4594.98,4593.54,4594.02,0
12161,1453045,2021-12-06 12:37:00,4594.0,4594.15,4592.9,4593.36,0
12162,1453046,2021-12-06 12:38:00,4593.38,4594.16,4592.58,4593.02,0
12163,1453047,2021-12-06 12:39:00,4593.09,4593.4,4592.27,4592.56,0
12164,1453048,2021-12-06 12:40:00,4592.47,4593.05,4592.36,4593.03,0
12165,1453049,2021-12-06 12:41:00,4593.01,4594.23,4593.0,4593.11,0
12166,1453050,2021-12-06 12:42:00,4593.19,4593.9,4592.74,4592.89,0
12167,1453051,2021-12-06 12:43:00,4592.87,4592.87,4589.27,4589.32,0
12168,1453052,2021-12-06 12:44:00,4589.44,4590.64,4589.41,4590.63,0
12169,1453053,2021-12-06 12:45:00,4590.6,4592.76,4590.6,4592.65,0
12170,1453054,2021-12-06 12:46:00,4592.69,4594.14,4592.41,4594.09,0
12171,1453055,2021-12-06 12:47:00,4594.09,4594.72,4593.99,4594.72,0
12172,1453056,2021-12-06 12:48:00,4594.88,4596.12,4594.59,4595.75,0
12173,1453057,2021-12-06 12:49:00,4595.63,4596.52,4595.63,4596.4,0
12174,1453058,2021-12-06 12:50:00,4596.4,4596.48,4595.83,4596.19,0
12175,1453059,2021-12-06 12:51:00,4596.17,4596.69,4595.64,4596.02,0
12176,1453060,2021-12-06 12:52:00,4596.09,4596.59,4595.8,4596.12,0
12177,1453061,2021-12-06 12:53:00,4596.15,4596.78,4594.72,4596.78,0
12178,1453062,2021-12-06 12:54:00,4596.58,4596.91,4595.34,4596.91,0
12179,1453063,2021-12-06 12:55:00,4597.01,4599.09,4596.01,4599.09,0
12180,1453064,2021-12-06 12:56:00,4599.03,4599.76,4598.87,4599.15,0
12181,1453065,2021-12-06 12:57:00,4599.1,4599.96,4599.1,4599.65,0
12182,1453066,2021-12-06 12:58:00,4599.56,4601.23,4599.56,4601.15,0
12183,1453067,2021-12-06 12:59:00,4601.17,4601.17,4600.15,4601.15,0
12184,1453068,2021-12-06 13:00:00,4601.22,4602.52,4600.44,4600.55,0
12185,1453069,2021-12-06 13:01:00,4600.54,4600.55,4599.27,4599.68,0
12186,1453070,2021-12-06 13:02:00,4599.77,4600.35,4598.5,4600.35,0
12187,1453071,2021-12-06 13:03:00,4600.41,4604.41,4600.41,4604.41,0
12188,1453072,2021-12-06 13:04:00,4604.4,4604.4,4603.67,4604.3,0
12189,1453073,2021-12-06 13:05:00,4604.24,4604.31,4602.47,4602.47,0
12190,1453074,2021-12-06 13:06:00,4602.54,4603.62,4602.54,4603.39,0
12191,1453075,2021-12-06 13:07:00,4603.37,4603.8,4602.76,4602.86,0
12192,1453076,2021-12-06 13:08:00,4602.76,4602.78,4601.34,4601.66,0
12193,1453077,2021-12-06 13:09:00,4601.65,4602.6,4601.65,4602.34,0
12194,1453078,2021-12-06 13:10:00,4602.39,4603.65,4602.25,4603.65,0
12195,1453079,2021-12-06 13:11:00,4603.72,4603.77,4601.68,4602.59,0
12196,1453080,2021-12-06 13:12:00,4602.64,4602.88,4601.82,4601.82,0
12197,1453081,2021-12-06 13:13:00,4601.88,4602.16,4601.2,4601.3,0
12198,1453082,2021-12-06 13:14:00,4601.37,4601.68,4599.28,4599.32,0
12199,1453083,2021-12-06 13:15:00,4599.37,4601.82,4599.37,4601.58,0
12200,1453084,2021-12-06 13:16:00,4601.18,4601.27,4600.39,4601.27,0
12201,1453085,2021-12-06 13:17:00,4601.27,4601.45,4600.86,4601.33,0
12202,1453086,2021-12-06 13:18:00,4601.4,4602.05,4601.23,4601.9,0
12203,1453087,2021-12-06 13:19:00,4601.87,4602.36,4601.87,4602.02,0
12204,1453088,2021-12-06 13:20:00,4602.01,4602.01,4600.5,4600.53,0
12205,1453089,2021-12-06 13:21:00,4600.55,4601.11,4598.64,4599.16,0
12206,1453090,2021-12-06 13:22:00,4599.14,4599.73,4598.82,4598.97,0
12207,1453091,2021-12-06 13:23:00,4599.19,4600.64,4598.67,4600.56,0
12208,1453092,2021-12-06 13:24:00,4600.41,4601.32,4599.88,4601.31,0
12209,1453093,2021-12-06 13:25:00,4601.33,4604.98,4601.33,4604.98,0
12210,1453094,2021-12-06 13:26:00,4604.99,4608.5,4604.99,4608.45,0
12211,1453095,2021-12-06 13:27:00,4608.64,4610.94,4608.17,4610.67,0
12212,1453096,2021-12-06 13:28:00,4610.59,4610.59,4609.66,4609.77,0
12213,1453097,2021-12-06 13:29:00,4609.77,4610.57,4608.05,4608.53,0
12214,1453098,2021-12-06 13:30:00,4608.52,4609.08,4607.4,4608.07,0
12215,1453099,2021-12-06 13:31:00,4607.92,4608.85,4607.26,4607.82,0
12216,1453100,2021-12-06 13:32:00,4607.83,4608.42,4606.69,4608.42,0
12217,1453101,2021-12-06 13:33:00,4608.58,4608.58,4606.8,4608.07,0
12218,1453102,2021-12-06 13:34:00,4608.1,4608.24,4607.02,4607.11,0
12219,1453103,2021-12-06 13:35:00,4607.21,4607.96,4605.85,4606.82,0
12220,1453104,2021-12-06 13:36:00,4606.83,4608.3,4605.92,4606.96,0
12221,1453105,2021-12-06 13:37:00,4607.05,4607.05,4605.89,4606.33,0
12222,1453106,2021-12-06 13:38:00,4606.35,4607.4,4605.72,4606.88,0
12223,1453107,2021-12-06 13:39:00,4606.87,4607.6,4605.75,4606.74,0
12224,1453108,2021-12-06 13:40:00,4606.75,4608.79,4606.75,4608.72,0
12225,1453109,2021-12-06 13:41:00,4608.73,4609.28,4608.57,4609.11,0
12226,1453110,2021-12-06 13:42:00,4609.15,4609.6,4608.82,4608.94,0
12227,1453111,2021-12-06 13:43:00,4608.7,4608.7,4606.16,4606.25,0
12228,1453112,2021-12-06 13:44:00,4606.4,4607.35,4605.91,4607.11,0
12229,1453113,2021-12-06 13:45:00,4606.96,4606.96,4606.1,4606.35,0
12230,1453114,2021-12-06 13:46:00,4606.42,4609.13,4606.42,4609.13,0
12231,1453115,2021-12-06 13:47:00,4609.09,4609.22,4608.4,4608.4,0
12232,1453116,2021-12-06 13:48:00,4608.45,4609.45,4608.05,4609.21,0
12233,1453117,2021-12-06 13:49:00,4609.35,4609.7,4608.81,4609.08,0
12234,1453118,2021-12-06 13:50:00,4609.11,4609.22,4607.58,4609.11,0
12235,1453119,2021-12-06 13:51:00,4609.08,4609.21,4607.82,4608.44,0
12236,1453120,2021-12-06 13:52:00,4608.54,4608.59,4607.69,4607.69,0
12237,1453121,2021-12-06 13:53:00,4607.68,4607.98,4607.44,4607.98,0
12238,1453122,2021-12-06 13:54:00,4607.81,4609.07,4607.81,4608.96,0
12239,1453123,2021-12-06 13:55:00,4609.01,4610.0,4607.7,4609.79,0
12240,1453124,2021-12-06 13:56:00,4609.8,4609.8,4608.15,4608.95,0
12241,1453125,2021-12-06 13:57:00,4608.95,4610.17,4608.95,4609.82,0
12242,1453126,2021-12-06 13:58:00,4609.8,4609.83,4606.84,4606.98,0
12243,1453127,2021-12-06 13:59:00,4606.9,4608.53,4606.9,4608.53,0
12244,1453128,2021-12-06 14:00:00,4608.52,4610.3,4608.33,4609.92,0
12245,1453129,2021-12-06 14:01:00,4609.93,4610.72,4609.32,4609.5,0
12246,1453130,2021-12-06 14:02:00,4609.57,4611.69,4609.57,4610.73,0
12247,1453131,2021-12-06 14:03:00,4611.02,4612.6,4611.02,4611.98,0
12248,1453132,2021-12-06 14:04:00,4611.94,4611.94,4610.26,4610.37,0
12249,1453133,2021-12-06 14:05:00,4610.47,4610.47,4608.91,4609.06,0
12250,1453134,2021-12-06 14:06:00,4609.04,4609.04,4607.55,4607.55,0
12251,1453135,2021-12-06 14:07:00,4607.46,4607.75,4605.86,4606.2,0
12252,1453136,2021-12-06 14:08:00,4606.22,4607.52,4606.22,4606.87,0
12253,1453137,2021-12-06 14:09:00,4606.86,4608.01,4606.75,4606.78,0
12254,1453138,2021-12-06 14:10:00,4606.71,4609.37,4606.66,4608.97,0
12255,1453139,2021-12-06 14:11:00,4608.9,4609.51,4607.98,4608.03,0
12256,1453140,2021-12-06 14:12:00,4608.0,4610.35,4608.0,4610.29,0
12257,1453141,2021-12-06 14:13:00,4610.27,4610.27,4608.31,4608.4,0
12258,1453142,2021-12-06 14:14:00,4608.47,4609.05,4608.47,4608.9,0
12259,1453143,2021-12-06 14:15:00,4608.87,4609.13,4607.72,4609.13,0
12260,1453144,2021-12-06 14:16:00,4609.02,4610.55,4609.0,4609.88,0
12261,1453145,2021-12-06 14:17:00,4609.73,4609.78,4608.61,4608.89,0
12262,1453146,2021-12-06 14:18:00,4608.97,4609.68,4608.65,4608.74,0
12263,1453147,2021-12-06 14:19:00,4608.82,4609.08,4607.97,4608.13,0
12264,1453148,2021-12-06 14:20:00,4608.14,4608.14,4607.0,4607.0,0
12265,1453149,2021-12-06 14:21:00,4607.1,4607.1,4606.21,4606.61,0
12266,1453150,2021-12-06 14:22:00,4606.59,4608.85,4606.59,4608.33,0
12267,1453151,2021-12-06 14:23:00,4608.34,4608.7,4607.83,4607.93,0
12268,1453152,2021-12-06 14:24:00,4607.92,4608.06,4606.83,4607.38,0
12269,1453153,2021-12-06 14:25:00,4607.38,4607.62,4606.86,4606.86,0
12270,1453154,2021-12-06 14:26:00,4606.8,4608.2,4606.57,4607.97,0
12271,1453155,2021-12-06 14:27:00,4607.97,4607.97,4606.12,4606.36,0
12272,1453156,2021-12-06 14:28:00,4606.37,4609.04,4606.37,4607.37,0
12273,1453157,2021-12-06 14:29:00,4607.26,4608.19,4606.79,4606.98,0
12274,1453158,2021-12-06 14:30:00,4607.04,4609.52,4607.04,4608.52,0
12275,1453159,2021-12-06 14:31:00,4608.26,4609.51,4607.33,4607.35,0
12276,1453160,2021-12-06 14:32:00,4607.41,4607.83,4606.88,4606.88,0
12277,1453161,2021-12-06 14:33:00,4606.88,4607.49,4606.7,4607.48,0
12278,1453162,2021-12-06 14:34:00,4607.58,4607.64,4607.09,4607.29,0
12279,1453163,2021-12-06 14:35:00,4607.38,4607.54,4605.71,4605.75,0
12280,1453164,2021-12-06 14:36:00,4605.86,4607.49,4605.86,4607.36,0
12281,1453165,2021-12-06 14:37:00,4607.37,4607.52,4605.82,4606.03,0
12282,1453166,2021-12-06 14:38:00,4606.2,4606.67,4605.9,4606.44,0
12283,1453167,2021-12-06 14:39:00,4606.42,4606.68,4605.26,4605.28,0
12284,1453168,2021-12-06 14:40:00,4605.26,4605.77,4604.61,4605.0,0
12285,1453169,2021-12-06 14:41:00,4605.07,4605.07,4603.3,4603.3,0
12286,1453170,2021-12-06 14:42:00,4603.34,4603.36,4600.59,4600.63,0
12287,1453171,2021-12-06 14:43:00,4600.58,4601.19,4598.9,4599.31,0
12288,1453172,2021-12-06 14:44:00,4599.42,4600.58,4597.81,4598.02,0
12289,1453173,2021-12-06 14:45:00,4598.09,4599.92,4598.09,4599.8,0
12290,1453174,2021-12-06 14:46:00,4599.76,4600.69,4599.66,4599.66,0
12291,1453175,2021-12-06 14:47:00,4599.61,4599.83,4597.9,4597.9,0
12292,1453176,2021-12-06 14:48:00,4597.89,4597.94,4596.04,4596.9,0
12293,1453177,2021-12-06 14:49:00,4596.86,4597.83,4596.14,4596.91,0
12294,1453178,2021-12-06 14:50:00,4596.91,4596.91,4594.25,4594.28,0
12295,1453179,2021-12-06 14:51:00,4594.31,4595.61,4594.31,4595.44,0
12296,1453180,2021-12-06 14:52:00,4595.39,4595.66,4594.93,4595.66,0
12297,1453181,2021-12-06 14:53:00,4595.7,4596.42,4595.03,4595.88,0
12298,1453182,2021-12-06 14:54:00,4595.79,4595.79,4594.48,4595.15,0
12299,1453183,2021-12-06 14:55:00,4595.24,4596.52,4594.19,4596.3,0
12300,1453184,2021-12-06 14:56:00,4596.25,4596.54,4596.13,4596.28,0
12301,1453185,2021-12-06 14:57:00,4596.17,4596.17,4595.14,4595.61,0
12302,1453186,2021-12-06 14:58:00,4595.57,4595.57,4593.46,4593.69,0
12303,1453187,2021-12-06 14:59:00,4593.78,4594.64,4593.05,4594.12,0
12304,1453188,2021-12-06 15:00:00,4593.99,4597.02,4593.94,4596.61,0
12305,1453189,2021-12-06 15:01:00,4596.49,4597.98,4595.44,4597.14,0
12306,1453190,2021-12-06 15:02:00,4597.15,4598.03,4596.44,4596.93,0
